train_id,date,rolling_stock_fitness,signalling_fitness,telecom_fitness,job_card_status,branding_hours,branding_total,mileage,cleaning_slot,stabling_bay,shunting_time_minutes,induction_status,induction_score,punctuality,maintenance_cost,sla_penalty,is_serviceable,branding_sla_met,mileage_balance_deviation
6,2024-01-02,True,True,True,closed,2.6665809479334883,2.6665809479334883,20179.126851748362,3.0,,55,standby,30.837843241811207,,0.0,0,True,False,32731.951042111366
15,2024-01-02,True,True,True,closed,1.3543286764739908,1.3543286764739908,25273.702794052013,,,55,standby,29.371157826817367,,0.0,0,True,False,27637.375099807716
10,2024-01-02,True,True,True,closed,2.818164069844825,2.818164069844825,11170.919057897358,1.0,,55,maintenance,22.587551057516876,,4354.6694783067815,0,True,False,41740.15883596237
8,2024-01-02,True,True,True,closed,0.13112953232069113,0.13112953232069113,90680.13273500375,,,55,maintenance,12.649703276204306,,4776.199715827699,0,True,False,37769.05484114402
20,2024-01-03,True,True,True,closed,9.904527203664133,16.366418399190046,64791.17884487743,,,55,revenue,78.29465384077596,1.0,0.0,0,True,True,11625.895500080383
14,2024-01-03,True,True,True,closed,5.473484996270074,8.157917478910967,48614.41581856246,,2.0,10,revenue,72.6967069141468,1.0,0.0,1000,True,False,4550.867526234586
2,2024-01-03,True,True,True,closed,9.361976993912997,16.22573031799451,32199.447616610785,,,55,revenue,69.0707103466736,1.0,0.0,0,True,True,20965.835728186263
25,2024-01-03,True,True,True,closed,6.613943943237121,15.186475995839443,73075.31905735108,3.0,,55,revenue,63.16872039490558,1.0,0.0,1000,True,False,19910.035712554032
11,2024-01-03,True,True,True,closed,11.224694417048454,17.513128852967185,21284.746002411546,,1.0,5,revenue,57.94295958087818,1.0,0.0,0,True,True,31880.5373423855
4,2024-01-03,True,True,True,closed,6.808645710058922,10.94025915591709,79678.93770174688,,,55,revenue,57.63192673441249,1.0,0.0,1000,True,False,26513.65435694983
22,2024-01-03,True,True,True,closed,1.8776906173289483,4.891176890972561,48000.36821246323,,3.0,15,revenue,54.20526524466196,1.0,0.0,1000,True,False,5164.915132333816
8,2024-01-03,True,True,True,closed,8.310404649442482,8.441534181763174,91123.99425028588,,,55,revenue,52.230945158855995,1.0,0.0,0,True,True,37958.71090548883
23,2024-01-03,True,True,True,closed,3.228564516874517,12.270167376605837,38964.48302163924,,,55,revenue,51.91045887870865,1.0,0.0,1000,True,False,14200.800323157811
12,2024-01-03,True,True,True,closed,10.128444719149684,21.928053378160676,13968.932868857255,,,55,revenue,50.846211827249995,1.0,0.0,0,True,True,39196.35047593979
3,2024-01-03,True,True,True,closed,5.414431783121117,13.518268014736089,79673.87980437826,,6.0,30,revenue,50.80557814334307,1.0,0.0,1000,True,False,26508.59645958121
24,2024-01-03,True,True,True,closed,8.442283153307304,17.408996584908643,94140.54509331867,,,55,revenue,49.21497714390724,1.0,0.0,0,True,True,40975.26174852162
21,2024-01-03,True,True,True,closed,10.717954965708792,16.7070077039093,95074.49276579733,,,55,revenue,48.077396902552856,1.0,0.0,0,True,True,41909.20942100028
17,2024-01-03,True,True,True,closed,6.7232027438946975,17.510001197786057,96425.57756694392,1.0,8.0,40,revenue,40.370155817983026,1.0,0.0,1000,True,False,43260.29422214687
6,2024-01-03,True,True,True,closed,4.55755839205958,7.224139339993068,20423.116910067798,5.0,10.0,50,revenue,40.05584091818651,1.0,0.0,1000,True,False,32742.16643472925
16,2024-01-03,True,True,True,closed,4.372919165118606,11.013727270717563,88563.89831661663,,4.0,20,revenue,36.51411867371378,1.0,0.0,1000,True,False,35398.61497181958
15,2024-01-03,True,True,True,closed,2.6011424693508687,3.9554711458248595,25696.87736669802,,5.0,25,revenue,35.36833724694661,1.0,0.0,1000,True,False,27468.40597809903
19,2024-01-03,True,True,True,closed,0.8445415602498771,2.1742004563506003,32329.715259470402,,7.0,35,revenue,33.502428192187,1.0,0.0,1000,True,False,20835.568085326646
1,2024-01-03,True,True,True,closed,1.828653471329901,5.7469816245669705,25017.655258962743,,,55,revenue,30.981316533987794,1.0,0.0,1000,True,False,28147.628085834305
10,2024-01-03,True,True,True,closed,4.49628092408053,7.314444993925354,11668.253060616187,,9.0,45,revenue,30.741245784440274,1.0,0.0,1000,True,False,41497.03028418086
7,2024-01-03,True,True,True,closed,0.6224583126165388,6.754112576105461,22038.404550209885,4.0,,55,standby,22.239618219432835,,0.0,0,True,False,31126.878794587163
5,2024-01-03,True,True,True,closed,0.4765724740684587,8.947984271927865,90029.71461011011,,,55,standby,15.26422565409193,,0.0,0,True,False,36864.43126531306
9,2024-01-03,True,True,True,open,3.8413998342469227,6.807997646399331,16588.93552413613,,,55,standby,0.0,,0.0,0,False,False,36576.347820660914
13,2024-01-03,True,True,True,open,11.907411690065215,0.41990947623682295,52554.34428013219,2.0,,55,maintenance,0.0,,3275.039170484856,0,False,True,610.9390646648608
18,2024-01-03,True,True,True,open,8.858035565829034,7.432672299318749,67204.849857662,,,55,maintenance,0.0,,1637.7196149064082,0,False,True,14039.566512864956
13,2024-01-04,True,True,True,closed,10.69492682253528,11.114836298772103,52735.55518087631,,10.0,50,revenue,89.38906093533515,1.0,0.0,0,True,True,628.0407841006818
14,2024-01-04,True,True,True,closed,6.812793692734314,14.97071117164528,48728.22924454988,,,55,revenue,79.513100937437,1.0,0.0,1000,True,False,4635.366720427111
20,2024-01-04,True,True,True,closed,7.879397514035446,24.245815913225492,64973.703513295804,,1.0,5,revenue,77.77109207009683,1.0,0.0,1000,True,False,11610.10754831881
18,2024-01-04,True,True,True,closed,11.973135289320304,19.405807588639053,67571.72349412082,1.0,,55,revenue,75.96043348713503,1.0,0.0,0,True,True,14208.127529143821
11,2024-01-04,True,True,True,closed,8.220604303824613,25.7337331567918,21686.807055023124,,6.0,30,revenue,58.11946265761451,1.0,0.0,0,True,True,31676.78890995387
16,2024-01-04,True,True,True,closed,11.843651510878335,22.857378781595898,89016.58349266186,,,55,revenue,54.6013850281804,1.0,0.0,0,True,True,35652.98752768486
9,2024-01-04,True,True,True,closed,8.284091214519599,15.09208886091893,16837.298896717213,,9.0,45,revenue,53.4236521793391,1.0,0.0,0,True,True,36526.29706825978
8,2024-01-04,True,True,True,closed,8.709012657717583,17.150546839480757,91609.82482208782,,4.0,20,revenue,52.04128909451116,1.0,0.0,0,True,True,38246.22885711082
12,2024-01-04,True,True,True,closed,11.601638135349623,33.5296915135103,14112.21917345433,,,55,revenue,50.803649524060226,1.0,0.0,0,True,True,39251.37679152266
1,2024-01-04,True,True,True,closed,5.722267124338269,11.46924874890524,25223.90912894984,2.0,,55,revenue,50.46370753585706,1.0,0.0,1000,True,False,28139.686836027155
6,2024-01-04,True,True,True,closed,6.610309610701847,13.834448950694915,20817.799822006982,,7.0,35,revenue,50.30938161878,1.0,0.0,1000,True,False,32545.79614297001
22,2024-01-04,True,True,True,closed,0.1173798871139371,5.008556778086499,48141.18921147299,5.0,5.0,25,revenue,45.42198430323588,1.0,0.0,1000,True,False,5222.406753504001
3,2024-01-04,True,True,True,closed,2.903388347829618,16.421656362565706,79977.78571441762,,2.0,10,revenue,38.00834527956687,1.0,0.0,1000,True,False,26614.18974944063
24,2024-01-04,True,True,True,closed,4.9874644306531675,22.396461015561812,94637.6123418091,,,55,revenue,33.96206040474421,1.0,0.0,1000,True,False,41274.01637683211
4,2024-01-04,True,True,True,closed,2.0107785039617996,12.951037659878889,79931.65488971015,4.0,8.0,40,revenue,33.540238162859154,1.0,0.0,1000,True,False,26568.05892473315
21,2024-01-04,True,True,True,closed,4.964915241699036,21.671922945608337,95304.21745854012,,3.0,15,revenue,32.91536678749489,1.0,0.0,1000,True,False,41940.62149356313
5,2024-01-04,True,True,True,closed,3.704138534741377,12.652122806669242,90385.70818519157,,,55,revenue,31.65626140839381,1.0,0.0,1000,True,False,37022.11222021458
2,2024-01-04,True,True,True,open,7.311000008648625,16.22573031799451,32199.447616610785,,,55,standby,0.0,,0.0,0,False,False,21164.14834836621
7,2024-01-04,True,True,True,open,6.418600669248697,6.754112576105461,22038.404550209885,3.0,,55,standby,0.0,,0.0,0,False,False,31325.19141476711
10,2024-01-04,True,True,True,open,0.08382458227925227,7.314444993925354,11668.253060616187,,,55,standby,0.0,,0.0,0,False,False,41695.342904360805
15,2024-01-04,True,True,True,open,1.5252896504035167,3.9554711458248595,25696.87736669802,,,55,maintenance,0.0,,3896.399562536165,0,False,False,27666.718598278974
17,2024-01-04,True,True,True,open,2.8465311388830923,17.510001197786057,96425.57756694392,,,55,maintenance,0.0,,1090.1613009736498,0,False,False,43061.98160196692
19,2024-01-04,True,True,True,open,2.3239035411401403,2.1742004563506003,32329.715259470402,,,55,maintenance,0.0,,3061.5508961895507,0,False,False,21033.88070550659
23,2024-01-04,True,True,True,open,6.124595471985968,12.270167376605837,38964.48302163924,,,55,maintenance,0.0,,1957.6378744748176,0,False,False,14399.112943337757
25,2024-01-04,True,True,True,open,1.943364247045361,15.186475995839443,73075.31905735108,,,55,maintenance,0.0,,2576.836649809917,0,False,False,19711.723092374086
14,2024-01-05,True,True,True,closed,11.382226218885766,26.352937390531046,48919.509957497474,2.0,8.0,40,revenue,85.36463327957289,1.0,0.0,0,True,True,4622.863885375467
18,2024-01-05,True,True,True,closed,11.18481035120017,30.590617939839223,67677.81586464164,,,55,revenue,75.79187247085618,1.0,0.0,0,True,True,14135.4420217687
20,2024-01-05,True,True,True,closed,7.1330312781583585,31.37884719138385,65161.13937287221,,5.0,25,revenue,74.05504884247298,1.0,0.0,1000,True,False,11618.76552999927
23,2024-01-05,True,True,True,closed,7.034681015308744,19.304848391914582,39088.726116696846,,,55,revenue,70.77429213320596,1.0,0.0,1000,True,False,14453.647726176096
19,2024-01-05,True,True,True,closed,11.229114960257151,13.403315416607752,32718.367855937053,,7.0,35,revenue,68.96611929449341,1.0,0.0,0,True,True,20824.00598693589
2,2024-01-05,True,True,True,closed,7.325688407714595,23.551418725709105,32439.596957252732,,4.0,20,revenue,65.46429369020677,1.0,0.0,1000,True,False,21102.77688562021
7,2024-01-05,True,True,True,closed,9.984478528065562,16.73859110417102,22481.716227420242,,3.0,15,revenue,58.674808585232896,1.0,0.0,0,True,True,31060.6576154527
11,2024-01-05,True,True,True,closed,9.605270194214715,35.33900335100651,22152.06209836256,1.0,2.0,10,revenue,58.32321109004613,1.0,0.0,0,True,True,31390.31174451038
25,2024-01-05,True,True,True,closed,5.343495321541917,20.52997131738136,73240.57872245224,4.0,9.0,45,revenue,57.0057535153355,1.0,0.0,1000,True,False,19698.204879579294
16,2024-01-05,True,True,True,closed,11.428076635729314,34.28545541732521,89273.55194681404,,,55,revenue,54.347012472315136,1.0,0.0,0,True,True,35731.1781039411
13,2024-01-05,True,True,True,closed,0.31686829265187333,11.431704591423976,53126.43577345678,,,55,revenue,50.95630067915868,1.0,0.0,1000,True,False,415.9380694161591
17,2024-01-05,True,True,True,closed,9.016432457988516,26.526433655774575,96899.993292836,,6.0,30,revenue,46.93801839803308,1.0,0.0,0,True,True,43357.619449963066
15,2024-01-05,True,True,True,closed,4.752443703145357,8.707914848970216,25921.420960747695,,10.0,50,revenue,46.09549991744781,1.0,0.0,1000,True,False,27620.952882125246
3,2024-01-05,True,True,True,closed,3.0828434171721697,19.504499779737877,80179.44782264488,,1.0,5,revenue,38.80002733642023,1.0,0.0,1000,True,False,26637.073979771943
9,2024-01-05,True,True,True,closed,1.5636280741716977,16.655716935090627,17274.711539182063,,,55,revenue,21.291843302598707,1.0,0.0,1000,True,False,36267.66230369088
10,2024-01-05,True,True,True,closed,1.1319438353538454,8.4463888292792,11840.136529786287,,,55,revenue,13.964376272408423,1.0,0.0,1000,True,False,41702.237313086654
1,2024-01-05,True,True,True,open,0.19506575428877237,11.46924874890524,25223.90912894984,,,55,standby,0.0,,0.0,0,False,False,28318.464713923102
4,2024-01-05,True,True,True,open,3.434590438790115,12.951037659878889,79931.65488971015,,,55,standby,0.0,,0.0,0,False,False,26389.281046837204
5,2024-01-05,True,True,True,open,3.4330651949462405,12.652122806669242,90385.70818519157,,,55,standby,0.0,,0.0,0,False,False,36843.33434231863
6,2024-01-05,True,True,True,open,3.241549817183555,13.834448950694915,20817.799822006982,3.0,,55,maintenance,0.0,,3117.5116125335185,0,False,False,32724.57402086596
8,2024-01-05,True,True,True,open,2.754301106804068,17.150546839480757,91609.82482208782,,,55,maintenance,0.0,,3797.0342430207565,0,False,False,38067.450979214875
12,2024-01-05,True,True,True,open,10.927470450490206,33.5296915135103,14112.21917345433,5.0,,55,maintenance,0.0,,4424.206689416853,0,False,True,39430.15466941861
21,2024-01-05,True,True,True,open,11.745695572630673,21.671922945608337,95304.21745854012,,,55,maintenance,0.0,,4768.704169519,0,False,True,41761.84361566718
22,2024-01-05,True,True,True,open,10.284975032652582,5.008556778086499,48141.18921147299,,,55,maintenance,0.0,,3869.8553005897575,0,False,True,5401.184631399949
24,2024-01-05,True,True,True,open,11.458263115805066,22.396461015561812,94637.6123418091,,,55,maintenance,0.0,,4761.9882703652065,0,False,True,41095.23849893616
13,2024-01-06,True,True,True,closed,6.657371487268083,18.08907607869206,53424.306898120645,,4.0,20,revenue,82.87091936692424,1.0,0.0,1000,True,False,371.14339077717887
18,2024-01-06,True,True,True,closed,9.941700702072753,40.53231864191198,67864.68671753054,,,55,revenue,75.86455797823132,1.0,0.0,0,True,True,14069.236428632714
22,2024-01-06,True,True,True,closed,5.510632948514407,10.519189726600906,48364.687650156564,,9.0,45,revenue,72.15198011117208,1.0,0.0,1000,True,False,5430.76263874126
19,2024-01-06,True,True,True,closed,8.459769834698333,21.863085251306085,32988.443949543434,,,55,revenue,69.1759940130641,1.0,0.0,0,True,True,20807.00633935439
25,2024-01-06,True,True,True,closed,6.91654067394351,27.44651199132487,73702.56840184297,4.0,10.0,50,revenue,64.88449849013827,1.0,0.0,1000,True,False,19907.11811294515
4,2024-01-06,True,True,True,closed,9.211306329838465,22.162343989717353,80359.28837407795,,8.0,40,revenue,63.61071895316281,1.0,0.0,0,True,True,26563.838085180127
14,2024-01-06,True,True,True,closed,3.493072892871755,29.8460102834028,49371.85433219989,,,55,revenue,62.84250057898329,1.0,0.0,1000,True,False,4423.595956697936
15,2024-01-06,True,True,True,closed,11.583265869437291,20.291180718407507,26203.843304809325,,,55,revenue,62.37904711787474,1.0,0.0,0,True,True,27591.6069840885
23,2024-01-06,True,True,True,closed,4.709977144441536,24.01482553635612,39290.46998642234,,,55,revenue,59.09623799603157,1.0,0.0,1000,True,False,14504.980302475487
6,2024-01-06,True,True,True,closed,10.023264051747216,23.857713002442132,21118.87868823709,,,55,revenue,57.27542597913403,1.0,0.0,0,True,True,32676.571600660733
16,2024-01-06,True,True,True,closed,11.770239922109878,46.05569533943509,89541.46586702752,,,55,revenue,54.26882189605892,1.0,0.0,0,True,True,35746.0155781297
9,2024-01-06,True,True,True,closed,9.612812561129868,26.268529496220495,17539.536491316692,,7.0,35,revenue,53.73233769630911,1.0,0.0,0,True,True,36255.91379758113
7,2024-01-06,True,True,True,closed,6.8263136144064385,23.56490471857746,22624.529280172268,,3.0,15,revenue,53.07091045657948,1.0,0.0,1000,True,False,31170.921008725556
24,2024-01-06,True,True,True,closed,9.329354279050031,31.72581529461184,94980.11350773757,3.0,,55,revenue,48.90476150106385,1.0,0.0,0,True,True,41184.66321883974
10,2024-01-06,True,True,True,closed,9.22122032103456,17.66760915031376,12197.482135165948,5.0,,55,revenue,48.29776268691333,1.0,0.0,0,True,True,41597.968153731876
21,2024-01-06,True,True,True,closed,8.128589467172262,29.8005124127806,95625.05131732725,,5.0,25,revenue,48.23815638433283,1.0,0.0,0,True,True,41829.601028429424
1,2024-01-06,True,True,True,closed,5.195901565896967,16.665150314802208,25600.761762550457,1.0,1.0,5,revenue,47.66104311556171,1.0,0.0,1000,True,False,28194.688526347367
3,2024-01-06,True,True,True,closed,4.5792715145162415,24.08377129425412,80461.20168371558,,6.0,30,revenue,46.25928359280928,1.0,0.0,1000,True,False,26665.75139481776
2,2024-01-06,True,True,True,closed,3.4119464877409267,26.963365213450032,32897.89455561497,,2.0,10,revenue,45.956955553084406,1.0,0.0,1000,True,False,20897.555733282854
11,2024-01-06,True,True,True,closed,3.2061794615830714,38.54518281258958,22560.30747243473,,,55,revenue,34.640585563404954,1.0,0.0,1000,True,False,31235.142816463092
8,2024-01-06,True,True,True,closed,1.5054035155922714,18.655950355073028,91609.82482208782,,,55,standby,19.4595665987465,,0.0,0,True,False,37814.37453318999
12,2024-01-06,True,True,True,closed,1.6092047530632763,35.138896266573575,14112.21917345433,,,55,standby,18.61586909589775,,0.0,0,True,False,39683.231115443494
5,2024-01-06,True,True,True,closed,1.0312305467377443,13.683353353406986,90385.70818519157,,,55,standby,18.312818391370108,,0.0,0,True,False,36590.25789629375
17,2024-01-06,True,True,True,open,9.709041830084654,26.526433655774575,96899.993292836,2.0,,55,maintenance,0.0,,1660.7025725890076,0,False,True,43104.54300393818
20,2024-01-06,True,True,True,open,0.047553472427035004,31.37884719138385,65161.13937287221,,,55,maintenance,0.0,,2869.026377027084,0,False,False,11365.689083974386
20,2024-01-07,True,True,True,closed,9.687817001480145,41.066664192863996,65336.78609481145,,1.0,5,revenue,78.63431091602563,1.0,0.0,0,True,True,11357.856119419775
25,2024-01-07,True,True,True,closed,9.69126323610064,37.13777522742551,73902.56449561706,,9.0,45,revenue,70.09288188705486,1.0,0.0,0,True,True,19923.634520225387
19,2024-01-07,True,True,True,closed,9.49284586005679,31.355931111362874,33137.35821708458,,6.0,30,revenue,69.1929936606456,1.0,0.0,0,True,True,20841.571758307095
23,2024-01-07,True,True,True,closed,5.569334760513916,29.58416029687004,39453.15405090085,,,55,revenue,63.34169350009408,1.0,0.0,1000,True,False,14525.775924490823
7,2024-01-07,True,True,True,closed,8.053498503903066,31.618403222480524,22837.14820896119,,8.0,40,revenue,58.82907899127443,1.0,0.0,0,True,True,31141.781766430482
13,2024-01-07,True,True,True,closed,0.7925866252868636,18.88166270397892,53616.60655763709,,,55,revenue,53.59178973565712,1.0,0.0,1000,True,False,362.3234177545819
22,2024-01-07,True,True,True,closed,1.4520180786649863,11.971207805265893,48477.761130622945,4.0,,55,revenue,51.82932775458366,1.0,0.0,1000,True,False,5501.168844768727
5,2024-01-07,True,True,True,closed,7.340135184014008,21.023488537420995,90871.56879737462,,,55,revenue,50.110418023776305,1.0,0.0,1000,True,False,36892.63882198295
10,2024-01-07,True,True,True,closed,10.723472775225403,28.39108192553916,12460.477051928048,3.0,5.0,25,revenue,48.40203184626811,1.0,0.0,0,True,True,41518.45292346362
17,2024-01-07,True,True,True,closed,10.651261767260866,37.177695423035445,97115.67193065958,,2.0,10,revenue,46.89545699606183,1.0,0.0,0,True,True,43136.741955267906
21,2024-01-07,True,True,True,closed,7.6640410524008225,37.464553465181424,96066.69442085281,,,55,revenue,46.4906042335747,1.0,0.0,1000,True,False,42087.76444546114
12,2024-01-07,True,True,True,closed,7.233844289477506,42.372740556051085,14532.28781444926,,,55,revenue,46.485990331944016,1.0,0.0,1000,True,False,39446.642160942414
15,2024-01-07,True,True,True,closed,4.501463742126925,24.792644460534433,26305.832181907037,,7.0,35,revenue,44.91571172654611,1.0,0.0,1000,True,False,27673.097793484634
3,2024-01-07,True,True,True,closed,3.165757452453128,27.24952874670725,80713.4215787629,,3.0,15,revenue,39.16303586744789,1.0,0.0,1000,True,False,26734.49160337122
9,2024-01-07,True,True,True,closed,4.396450079649559,30.664979575870053,17963.49884060483,,4.0,20,revenue,35.726336600666656,1.0,0.0,1000,True,False,36015.43113478684
11,2024-01-07,True,True,True,closed,3.135960908276792,41.68114372086637,22803.772223978747,5.0,,55,revenue,34.44466172492085,1.0,0.0,1000,True,False,31175.157751412924
8,2024-01-07,True,True,True,closed,4.368395079906335,23.024345434979363,92024.07965765688,,,55,revenue,34.0276008663417,1.0,0.0,1000,True,False,38045.14968226521
1,2024-01-07,True,True,True,closed,1.1626047573846354,17.827755072186843,25720.38408855633,,10.0,50,revenue,27.618335260575794,1.0,0.0,1000,True,False,28258.54588683534
2,2024-01-07,True,True,True,open,4.178630387006061,26.963365213450032,32897.89455561497,,,55,standby,0.0,,0.0,0,False,False,21081.0354197767
4,2024-01-07,True,True,True,open,10.372869803399109,22.162343989717353,80359.28837407795,,,55,standby,0.0,,0.0,0,False,True,26380.35839868628
