train_id,date,rolling_stock_fitness,signalling_fitness,telecom_fitness,job_card_status,branding_hours,branding_total,mileage,cleaning_slot,stabling_bay,shunting_time_minutes,induction_status,induction_score,punctuality,maintenance_cost,sla_penalty,is_serviceable,branding_sla_met,mileage_balance_deviation
4,2024-01-03,True,True,True,closed,4.534726985197883,4.835116558202884,37209.01012699403,,8.0,40,revenue,60.729797071128715,1.0,0.0,1000,True,False,12065.030465639495
5,2024-01-03,True,True,True,closed,11.61250968790514,21.250272344614086,85012.917216137,,,55,revenue,54.32976723273728,1.0,0.0,0,True,True,35738.87662350347
9,2024-01-03,True,True,True,closed,2.1334490134353645,6.116995759854488,55704.539198637045,4.0,6.0,30,revenue,54.29196534748082,1.0,0.0,1000,True,False,6430.498606003523
16,2024-01-03,True,True,True,closed,9.169378173591033,17.486541635291474,12833.748907918301,,,55,revenue,53.545282811451386,1.0,0.0,0,True,True,36440.29168471522
8,2024-01-03,True,True,True,closed,1.6565629036984162,2.2408702025352913,43177.595723034574,,7.0,35,revenue,52.12812372576552,1.0,0.0,1000,True,False,6096.444869598949
11,2024-01-03,True,True,True,closed,8.055752420153127,16.059429143657283,11419.827179295218,2.0,,55,revenue,51.90994847357643,1.0,0.0,0,True,True,37854.21341333831
15,2024-01-03,True,True,True,closed,4.7972232007649165,9.550853868068826,22462.62438407972,1.0,9.0,45,revenue,47.144145622966434,1.0,0.0,1000,True,False,26811.4162085538
21,2024-01-03,True,True,True,closed,4.416975951722117,14.477291507107399,23997.440023535302,,4.0,20,revenue,46.54109307597897,1.0,0.0,1000,True,False,25276.60056909822
3,2024-01-03,True,True,True,closed,9.72891175522806,16.948835633483412,93679.55149516133,,,55,revenue,45.670818470788404,1.0,0.0,0,True,True,44405.51090252781
7,2024-01-03,True,True,True,closed,2.928760495227159,6.933627937017043,26413.957528903717,5.0,2.0,10,revenue,41.76673323384308,1.0,0.0,1000,True,False,22860.083063729806
18,2024-01-03,True,True,True,closed,0.9802293443882699,4.874582496965591,34897.18723017691,,,55,standby,40.74950392338482,,0.0,0,True,False,14376.853362456612
12,2024-01-03,True,True,True,closed,4.457693691963234,6.344172111578052,95687.46939026317,,,55,standby,25.649829098286446,,0.0,0,True,False,46413.42879762965
17,2024-01-03,True,True,True,open,7.402538564966058,6.646639898886653,94945.06971324883,,,55,standby,0.0,,0.0,0,False,False,45671.029120615305
23,2024-01-03,True,True,True,open,2.90629341551629,4.104648919088305,45484.105529881745,,,55,maintenance,0.0,,4803.450313064874,0,False,False,3789.935062751778
25,2024-01-03,True,True,True,open,1.9192895176828855,1.112171650283599,88777.57643697869,,,55,maintenance,0.0,,4537.644176683814,0,False,False,39503.53584434517
13,2024-01-04,True,True,True,closed,11.6487883162188,26.201734570612984,54548.6798396389,,,55,revenue,85.1278797908949,1.0,0.0,0,True,True,5009.7929156280225
14,2024-01-04,True,True,True,closed,7.5326572855599565,19.07404507648776,53268.45280034213,,4.0,20,revenue,84.16177665854832,1.0,0.0,1000,True,False,3729.565876331253
22,2024-01-04,True,True,True,closed,11.70896538322595,23.448335400202396,43241.93957496195,,9.0,45,revenue,83.48549554681705,1.0,0.0,0,True,True,6296.947349048925
18,2024-01-04,True,True,True,closed,6.873208034588622,11.747790531554212,35257.913859443106,,,55,revenue,69.9891868104865,1.0,0.0,1000,True,False,14280.97306456777
21,2024-01-04,True,True,True,closed,10.842217624783686,25.319509131891085,24489.486121349746,4.0,,55,revenue,64.72339943090178,1.0,0.0,0,True,True,25049.40080266113
7,2024-01-04,True,True,True,closed,7.167647229482271,14.101275166499313,26664.619610735575,,,55,revenue,62.97815308368155,1.0,0.0,1000,True,False,22874.2673132753
8,2024-01-04,True,True,True,closed,2.937490844933335,5.178361047468626,43621.89278791371,,,55,revenue,58.59100935506773,1.0,0.0,1000,True,False,5916.994136097164
5,2024-01-04,True,True,True,closed,11.393828633666855,32.64410097828094,85170.72478744629,,2.0,10,revenue,54.26112337649653,1.0,0.0,0,True,True,35631.837863435416
4,2024-01-04,True,True,True,closed,3.2214071136568405,8.056523671859726,37386.43214875901,,6.0,30,revenue,54.04200510264471,1.0,0.0,1000,True,False,12152.454775251863
24,2024-01-04,True,True,True,closed,2.084460126843649,11.111463822792254,59097.552476522185,,,55,revenue,50.887428092745026,1.0,0.0,1000,True,False,9558.66555251131
19,2024-01-04,True,True,True,closed,2.3465467281158254,22.519704099900345,35918.241125144465,,,55,revenue,48.02328886788438,1.0,0.0,1000,True,False,13620.645798866411
23,2024-01-04,True,True,True,closed,0.35196076726105296,4.456609686349358,45803.224728384244,,3.0,15,revenue,47.969868773553486,1.0,0.0,1000,True,False,3735.6621956266317
17,2024-01-04,True,True,True,closed,8.090141035847907,14.73678093473456,95339.81346785567,,10.0,50,revenue,44.3289708793847,1.0,0.0,0,True,True,45800.92654384479
1,2024-01-04,True,True,True,closed,0.8901640748068056,13.098758060200286,31101.21404719304,2.0,,55,revenue,35.87019446621221,1.0,0.0,1000,True,False,18437.672876817836
3,2024-01-04,True,True,True,closed,5.721343339465666,22.670178972949078,93862.06989462045,5.0,8.0,40,revenue,34.201205794800515,1.0,0.0,1000,True,False,44323.182970609574
6,2024-01-04,True,True,True,closed,0.5110611264708567,18.0414829237289,30839.981059669066,1.0,,55,revenue,33.905679710392576,1.0,0.0,1000,True,False,18698.90586434181
11,2024-01-04,True,True,True,closed,3.984128820973251,20.043557964630534,11868.55344649494,,5.0,25,revenue,32.06643069152795,1.0,0.0,1000,True,False,37670.33347751594
25,2024-01-04,True,True,True,closed,3.6405159886993066,4.752687638982906,89157.33952750327,,1.0,5,revenue,28.699044099151358,1.0,0.0,1000,True,False,39618.45260349239
12,2024-01-04,True,True,True,closed,2.981551800262975,9.325723911841028,96057.3201866699,,7.0,35,revenue,18.494330203685223,1.0,0.0,1000,True,False,46518.43326265902
2,2024-01-04,True,True,True,open,5.864770840956131,13.167032353230418,41037.30768946223,,,55,standby,0.0,,0.0,0,False,False,8501.579234548648
9,2024-01-04,True,True,True,open,8.50530305047522,6.116995759854488,55704.539198637045,,,55,standby,0.0,,0.0,0,False,True,6165.652274626169
10,2024-01-04,True,True,True,open,11.877640591291806,8.968931472076546,72669.03562369774,,,55,standby,0.0,,0.0,0,False,True,23130.148699686863
15,2024-01-04,True,True,True,open,1.1611151927785932,9.550853868068826,22462.62438407972,3.0,,55,maintenance,0.0,,1097.3590114138453,0,False,False,27076.262539931155
16,2024-01-04,True,True,True,open,5.220926838482212,17.486541635291474,12833.748907918301,,,55,maintenance,0.0,,1159.909697019,0,False,False,36705.13801609258
20,2024-01-04,True,True,True,open,8.718907201454893,16.74003790368028,41069.46580582921,,,55,maintenance,0.0,,3061.7158489736953,0,False,True,8469.421118181664
13,2024-01-05,True,True,True,closed,8.50913518847357,34.710869759086556,54776.50702061524,,2.0,10,revenue,84.99020708437197,1.0,0.0,0,True,True,4998.391413781952
8,2024-01-05,True,True,True,closed,11.622474467815042,16.80083551528367,44117.07435026492,,3.0,15,revenue,84.08300586390284,1.0,0.0,0,True,True,5661.0412565683655
20,2024-01-05,True,True,True,closed,11.397698037182872,28.137735940863152,41416.11454640046,,9.0,45,revenue,81.53057888181834,1.0,0.0,0,True,True,8362.001060432827
24,2024-01-05,True,True,True,closed,8.11183505169829,19.223298874490546,59240.893858577256,5.0,7.0,35,revenue,80.44133444748869,1.0,0.0,0,True,True,9462.77825174397
1,2024-01-05,True,True,True,closed,9.458098518435406,22.556856578635692,31412.06360053573,,10.0,50,revenue,71.56232712318217,1.0,0.0,0,True,True,18366.052006297556
7,2024-01-05,True,True,True,closed,6.765914673322582,20.867189839821897,26826.38103897789,,,55,revenue,60.95530605333762,1.0,0.0,1000,True,False,22951.734567855397
9,2024-01-05,True,True,True,closed,2.706187304262795,8.823183064117282,56133.52491439858,,1.0,5,revenue,57.36528424668781,1.0,0.0,1000,True,False,6355.409307565293
23,2024-01-05,True,True,True,closed,1.9376952408690191,6.394304927218377,45999.375822947964,,,55,revenue,55.95281400871846,1.0,0.0,1000,True,False,3778.7397838853212
2,2024-01-05,True,True,True,closed,2.748864632626316,15.915896985856733,41473.20418754426,,,55,revenue,55.24274392858293,1.0,0.0,1000,True,False,8304.911419289027
5,2024-01-05,True,True,True,closed,9.382527727528636,42.02662870580957,85425.82325788385,,4.0,20,revenue,54.368162136564585,1.0,0.0,0,True,True,35647.707651050565
16,2024-01-05,True,True,True,closed,10.924366532159038,28.41090816745051,13195.84659810549,,,55,revenue,53.294861983907424,1.0,0.0,0,True,True,36582.269008727795
11,2024-01-05,True,True,True,closed,8.44878477297483,28.492342737605362,12349.465452783794,,5.0,25,revenue,52.32966652248406,1.0,0.0,0,True,True,37428.650154049494
4,2024-01-05,True,True,True,closed,2.7129773058024185,10.769500977662144,37504.23723243256,4.0,8.0,40,revenue,51.41243175376023,1.0,0.0,1000,True,False,12273.878374400723
22,2024-01-05,True,True,True,closed,0.9726826613604747,24.42101806156287,43441.977495825726,,,55,revenue,48.566465957753444,1.0,0.0,1000,True,False,6336.13811100756
3,2024-01-05,True,True,True,closed,10.04432415152007,32.71450312446915,94311.5833854963,,,55,revenue,45.67681702939043,1.0,0.0,0,True,True,44533.46777866301
17,2024-01-05,True,True,True,closed,8.589853935177764,23.326634869912326,95574.79964001037,,6.0,30,revenue,44.19907345615521,1.0,0.0,0,True,True,45796.68403317709
12,2024-01-05,True,True,True,closed,11.030063195310907,20.355787107151933,96242.13742977107,2.0,,55,revenue,43.481566737340984,1.0,0.0,0,True,True,46464.021822937786
19,2024-01-05,True,True,True,closed,0.4940220579562351,23.01372615785658,36047.77034054136,,,55,revenue,38.84946449091476,1.0,0.0,1000,True,False,13730.345266291923
10,2024-01-05,True,True,True,closed,1.8175278512900332,10.786459323366579,73000.67124728978,,,55,revenue,35.957490556763304,1.0,0.0,1000,True,False,23222.555640456492
21,2024-01-05,True,True,True,closed,1.5448153261914204,26.864324458082507,24977.127119392313,,,55,revenue,32.674675828295975,1.0,0.0,1000,True,False,24800.988487440973
15,2024-01-05,True,True,True,closed,1.3646063623985043,10.91546023046733,22462.62438407972,,,55,standby,29.746769272061368,,0.0,0,True,False,27315.491222753564
25,2024-01-05,True,True,True,closed,2.020786201220409,6.773473840203314,89157.33952750327,,,55,standby,20.48547840260965,,0.0,0,True,False,39379.22392066998
6,2024-01-05,True,True,True,open,6.626513854194277,18.0414829237289,30839.981059669066,3.0,,55,standby,0.0,,0.0,0,False,False,18938.13454716422
14,2024-01-05,True,True,True,open,5.200016467601978,19.07404507648776,53268.45280034213,,,55,maintenance,0.0,,3172.181426296402,0,False,False,3490.3371935088435
18,2024-01-05,True,True,True,open,3.48078547862005,11.747790531554212,35257.913859443106,1.0,,55,maintenance,0.0,,4648.284235552321,0,False,False,14520.20174739018
14,2024-01-06,True,True,True,closed,11.249534699878716,30.323579776366476,53425.32559085785,5.0,6.0,30,revenue,86.50966280649116,1.0,0.0,0,True,True,3410.7487695137315
23,2024-01-06,True,True,True,closed,10.944225563248217,17.338530490466596,46152.24015953016,,,55,revenue,86.22126021611467,1.0,0.0,0,True,True,3862.3366618139553
8,2024-01-06,True,True,True,closed,8.64451370608886,25.44534922137253,44613.83364557622,,,55,revenue,84.33895874343163,1.0,0.0,0,True,True,5400.7431757679005
22,2024-01-06,True,True,True,closed,10.137491986715682,34.55851004827855,43640.84750285228,,4.0,20,revenue,83.66386188899243,1.0,0.0,0,True,True,6373.729318491838
2,2024-01-06,True,True,True,closed,10.75377457302099,26.669671558877724,41652.61772812517,,7.0,35,revenue,81.69508858071097,1.0,0.0,0,True,True,8361.959093218946
13,2024-01-06,True,True,True,closed,7.321026166111461,42.031895925198015,55012.960884282526,,9.0,45,revenue,81.60673941677535,1.0,0.0,1000,True,False,4998.384062938407
24,2024-01-06,True,True,True,closed,10.369560760606593,29.59285963509714,59547.625779222486,4.0,,55,revenue,80.53722174825603,1.0,0.0,0,True,True,9533.048957878367
18,2024-01-06,True,True,True,closed,7.8086305584523865,19.556421090006598,35678.087223637485,,,55,revenue,74.52295104487175,1.0,0.0,1000,True,False,14336.489597706634
4,2024-01-06,True,True,True,closed,7.328745250564085,18.09824622822623,37735.10261571662,,,55,revenue,74.36984787841968,1.0,0.0,1000,True,False,12279.474205627499
19,2024-01-06,True,True,True,closed,7.479775431744567,30.49350158960115,36292.996430423824,,3.0,15,revenue,73.6685318924309,1.0,0.0,1000,True,False,13721.580390920295
15,2024-01-06,True,True,True,closed,9.57280889233503,20.488269122802357,22742.123583734647,,,55,revenue,62.68450877724643,1.0,0.0,0,True,True,27272.453237609472
9,2024-01-06,True,True,True,closed,2.8065015607970523,11.629684624914335,56609.62201305702,,,55,revenue,57.67709849641997,1.0,0.0,1000,True,False,6595.045191712903
20,2024-01-06,True,True,True,closed,2.8215993774047323,30.959335318267883,41685.13816023052,,5.0,25,revenue,55.74599582659083,1.0,0.0,1000,True,False,8329.4386611136
5,2024-01-06,True,True,True,closed,9.934114541637943,51.96074324744751,85919.78801958534,,,55,revenue,54.35229234894944,1.0,0.0,0,True,True,35905.21119824122
7,2024-01-06,True,True,True,closed,3.8285699721721924,24.69575981199409,27161.43828986289,,,55,revenue,46.19111529300556,1.0,0.0,1000,True,False,22853.13853148123
17,2024-01-06,True,True,True,closed,10.889295990467026,34.21593086037935,96065.83516034487,,,55,revenue,44.20331596682292,1.0,0.0,0,True,True,46051.25833900075
10,2024-01-06,True,True,True,closed,2.812612042954296,13.599071366320874,73135.59051862013,3.0,1.0,5,revenue,40.840504574315,1.0,0.0,1000,True,False,23121.01369727601
6,2024-01-06,True,True,True,closed,1.704308023282206,19.745790947011105,30955.75289008194,,8.0,40,revenue,39.58340556924681,1.0,0.0,1000,True,False,19058.823931262177
1,2024-01-06,True,True,True,closed,1.4308789033129403,23.987735481948633,31824.04532236079,1.0,2.0,10,revenue,38.78834251026714,1.0,0.0,1000,True,False,18190.531498983328
25,2024-01-06,True,True,True,closed,5.4957915742321095,12.269265414435424,89437.28902995147,,10.0,50,revenue,38.099733950490574,1.0,0.0,1000,True,False,39422.71220860735
16,2024-01-06,True,True,True,closed,4.856010287195523,33.26691845464603,13195.84659810549,,,55,standby,37.69778242724981,,0.0,0,True,False,36818.73022323863
11,2024-01-06,True,True,True,closed,4.242394281087831,32.734737018693195,12349.465452783794,,,55,standby,33.78332125138966,,0.0,0,True,False,37665.11136856033
3,2024-01-06,True,True,True,closed,5.423317966241564,38.13782109071071,94311.5833854963,,,55,standby,32.583122052544816,,0.0,0,True,False,44297.00656415218
21,2024-01-06,True,True,True,closed,1.2357844968756382,28.100108954958145,24977.127119392313,,,55,maintenance,31.377933996937212,,3430.738733052638,0,True,False,25037.449701951806
12,2024-01-06,True,True,True,open,7.603351098973794,20.355787107151933,96242.13742977107,2.0,,55,maintenance,0.0,,4448.857494631737,0,False,False,46227.56060842695
14,2024-01-07,True,True,True,closed,10.768723956816473,41.092303733182945,53832.16046264367,,,55,revenue,86.58925123048628,1.0,0.0,0,True,True,3553.8534738715025
23,2024-01-07,True,True,True,closed,7.611536142617309,24.950066633083907,46536.90195074545,,,55,revenue,84.19534405127257,1.0,0.0,1000,True,False,3741.4050380267145
22,2024-01-07,True,True,True,closed,9.27906317469371,43.83757322297226,44123.418123457515,1.0,8.0,40,revenue,83.62627068150815,1.0,0.0,0,True,True,6154.88886531465
9,2024-01-07,True,True,True,closed,8.46389303018734,20.093577655101676,56735.43162308082,,,55,revenue,83.40495480828712,1.0,0.0,0,True,True,6457.124634308653
20,2024-01-07,True,True,True,closed,8.397482666821906,39.35681798508979,41993.813998673206,,,55,revenue,81.67056133888639,1.0,0.0,0,True,True,8284.49299009896
24,2024-01-07,True,True,True,closed,9.353620822554692,38.94648045765183,59946.68675046484,3.0,,55,revenue,80.46695104212165,1.0,0.0,0,True,True,9668.379761692675
13,2024-01-07,True,True,True,closed,6.555603684961492,48.587499610159504,55222.8585238059,,,55,revenue,77.77963436186906,1.0,0.0,1000,True,False,4944.551535033737
1,2024-01-07,True,True,True,closed,5.02917032894848,29.016905810897114,32316.72381014414,2.0,,55,revenue,56.95532014575906,1.0,0.0,1000,True,False,17961.583178628025
11,2024-01-07,True,True,True,closed,8.344743147599551,41.07948016629275,12616.477376047338,,10.0,50,revenue,52.33488863143966,1.0,0.0,0,True,True,37661.829612724825
2,2024-01-07,True,True,True,closed,1.8687819105944965,28.53845346947222,42032.72920947493,,,55,revenue,50.98195045975352,1.0,0.0,1000,True,False,8245.577779297237
19,2024-01-07,True,True,True,closed,1.675172607000813,32.16867419660196,36769.10083034242,,,55,revenue,44.65428264408376,1.0,0.0,1000,True,False,13509.206158429748
17,2024-01-07,True,True,True,closed,11.865191924999017,46.08112278537837,96387.32451575849,,,55,revenue,43.94874166099927,1.0,0.0,0,True,True,46109.017526986325
10,2024-01-07,True,True,True,closed,3.228662740261453,16.827734106582326,73274.41600365909,,7.0,35,revenue,43.022300004031266,1.0,0.0,1000,True,False,22996.109014886926
6,2024-01-07,True,True,True,closed,1.8183245720441503,21.564115519055257,31368.42684861712,4.0,2.0,10,revenue,40.032798928958556,1.0,0.0,1000,True,False,18909.880140155045
18,2024-01-07,True,True,True,closed,0.342146974931377,19.898568064937976,35996.61299058555,,9.0,45,revenue,37.374245276950234,1.0,0.0,1000,True,False,14281.693998186616
16,2024-01-07,True,True,True,closed,4.598408192628405,37.865326647274436,13427.364803180402,,5.0,25,revenue,36.17331073990337,1.0,0.0,1000,True,False,36850.94218559176
15,2024-01-07,True,True,True,closed,1.9763246341232588,22.464593756925616,23065.13417903831,,3.0,15,revenue,32.60916993300681,1.0,0.0,1000,True,False,27213.172809733856
21,2024-01-07,True,True,True,closed,1.4434264129427832,29.54353536790093,25277.760968544084,,6.0,30,revenue,32.179682362762094,1.0,0.0,1000,True,False,25000.54602022808
25,2024-01-07,True,True,True,closed,4.30877612394783,16.578041538383253,89885.21440360446,,4.0,20,revenue,32.12116841113182,1.0,0.0,1000,True,False,39606.9074148323
